MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
c3c3700585c05a984593f0fec0ff7354,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1555.0,0,7.0,0,,53447.0,1.0,1.0,1,97,122028.0,18.0,126.0,124,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,2206.0,229888.0,2.0,5.0,1985.0,,476940.0,HDD,457568.0,0,4096.0,Notebook,15.6,1366.0,768.0,Mobile,,0.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,UUPUpgrade,18.0,72,Notify,0,IS_GENUINE,Retail,,0.0,Retail,,554.0,33146.0,1,,0.0,0,0,0.0,0.0,15.0,1
42565b803ed5d1100801d1ba9fa3b79d,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1349.0,0,7.0,0,,47238.0,2.0,1.0,1,18,37378.0,27.0,230.0,71,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,111.0,,1.0,1.0,Notebook,Windows.Desktop,2102.0,241881.0,8.0,5.0,2736.0,,953869.0,HDD,936150.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.15,amd64,rs3_release,16299,15,Core,CORE,Other,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,554.0,33133.0,1,,0.0,0,0,0.0,0.0,1.0,0
d9c5d7ff7cb53a0d17ad098d21028816,win8defender,1.1.15100.1,4.10.209.0,1.273.1420.0,0,7.0,0,,53447.0,1.0,1.0,1,66,99072.0,27.0,89.0,88,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.19067.amd64fre.winblue_ltsb_escrow.180619-2033,Home,1.0,0,,0.0,333.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,525.0,331244.0,4.0,5.0,3392.0,,953869.0,HDD,953188.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,14.0,49,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,70091.0,0,0.0,0.0,0,0,0.0,1.0,5.0,1
7951fbc55ef0c917d78c0d78cda9e867,win8defender,1.1.15200.1,4.18.1807.18075,1.275.710.0,0,7.0,0,,53447.0,1.0,1.0,1,35,18783.0,18.0,277.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,1443.0,256673.0,4.0,5.0,2908.0,,953869.0,HDD,476308.0,0,8192.0,Portable,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,Refresh,8.0,31,FullAuto,0,OFFLINE,Retail,,0.0,Unknown,,355.0,19973.0,0,,,0,0,0.0,,,1
9b21dec767a9a6cc71c7f224d4e0be14,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1487.0,0,7.0,0,,53447.0,1.0,1.0,1,51,70656.0,27.0,98.0,103,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1.0,0,,0.0,108.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2206.0,248045.0,4.0,1.0,168.0,,715404.0,HDD,690127.0,0,6144.0,Notebook,15.5,1366.0,768.0,Mobile,lion,0.0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,Upgrade,5.0,26,Notify,0,IS_GENUINE,Retail,,0.0,Retail,0.0,500.0,33162.0,0,0.0,0.0,0,0,0.0,0.0,6.0,1
ef5c9cb63dca089e960bfae683aaf65b,win8defender,1.1.15200.1,4.12.16299.15,1.275.1011.0,0,7.0,0,1161.0,47238.0,2.0,1.0,1,142,134467.0,27.0,157.0,68,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,313372.0,12.0,5.0,3124.0,,122104.0,SSD,121027.0,0,4096.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.16299.492,amd64,rs3_release_svc_escrow,16299,492,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8.0,31,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,38273.0,1,,0.0,0,0,0.0,1.0,1.0,0
c929f2a5b77d3902d4cd022ab204b0e5,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1809.0,0,7.0,0,,47238.0,2.0,1.0,1,45,128739.0,27.0,63.0,75,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,1443.0,256480.0,4.0,5.0,2696.0,,1907729.0,HDD,1893195.0,0,8192.0,Laptop,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8.0,31,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,355.0,9321.0,1,,0.0,1,0,0.0,0.0,10.0,1
550e42eb125c58d39f28844e0b4e7fce,win8defender,1.1.14104.0,4.8.10240.17443,1.251.759.0,0,7.0,0,890.0,23231.0,2.0,2.0,1,3,69164.0,36.0,277.0,75,windows10,x64,10.0.0.0,10240,256,th1,10240.17443.amd64fre.th1.170602-2340,Enterprise,1.0,0,,,53.0,ExistsNotSet,1.0,1.0,Notebook,Windows.Desktop,1443.0,260822.0,4.0,5.0,2568.0,,476940.0,HDD,76439.0,0,4096.0,Laptop,14.0,1366.0,768.0,Mobile,lion,0.0,10.0.10240.17443,amd64,th1_st1,10240,17443,Enterprise,ENTERPRISE,IBSClean,8.0,31,UNKNOWN,0,IS_GENUINE,Volume:GVLK,,0.0,NOT_SET,0.0,355.0,19889.0,0,0.0,0.0,0,0,0.0,0.0,11.0,0
9cf517152681939b800523ebfc40b96b,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7.0,0,,24213.0,2.0,1.0,1,60,12109.0,27.0,240.0,-23,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1.0,0,,0.0,117.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331275.0,4.0,5.0,2320.0,,953869.0,HDD,380346.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,lion,105.0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Upgrade,9.0,34,Notify,0,IS_GENUINE,OEM:DM,0.0,0.0,Retail,0.0,142.0,70290.0,1,0.0,0.0,0,0,0.0,0.0,15.0,1
4be62bb2936811414542210251107e73,win8defender,1.1.15100.1,4.18.1806.18062,1.273.512.0,0,7.0,0,,53447.0,1.0,1.0,1,164,114672.0,27.0,205.0,-84,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,331223.0,8.0,5.0,2736.0,,238475.0,SSD,237860.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,1.0,10.0.17134.165,amd64,rs4_release,17134,165,Core,CORE,IBSClean,27.0,120,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,69979.0,1,,0.0,0,0,0.0,0.0,15.0,0
5255fb9a20874f71b8871b7bd4765c76,win8defender,1.1.15200.1,4.18.1807.18075,1.275.101.0,0,7.0,0,,53447.0,1.0,1.0,1,11,161540.0,27.0,16.0,102,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1.0,0,,0.0,117.0,,1.0,1.0,Desktop,Windows.Desktop,4908.0,317701.0,4.0,1.0,831.0,,238475.0,SSD,238473.0,0,4096.0,Desktop,22.0,1680.0,1050.0,Desktop,,4294967300.0,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,Professional,PROFESSIONAL,IBSClean,5.0,26,UNKNOWN,0,IS_GENUINE,Retail,,0.0,Retail,,142.0,52570.0,0,,0.0,0,0,0.0,0.0,15.0,1
00d0deff023e20ccff71a0f7b0b438cb,win8defender,1.1.12902.0,4.9.10586.0,1.225.2906.0,0,7.0,0,788.0,53447.0,1.0,1.0,1,141,29111.0,27.0,240.0,-23,windows10,x64,10.0.0.0,10586,768,th2,10586.162.amd64fre.th2_release_sec.160223-1728,Home,1.0,0,,,76.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,2768.0,274933.0,2.0,5.0,1985.0,,476940.0,HDD,460801.0,0,2048.0,Notebook,13.9,1366.0,768.0,Mobile,lion,0.0,10.0.10586.164,amd64,th2_release,10586,164,Core,CORE,Upgrade,10.0,35,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,639.0,12536.0,0,0.0,0.0,0,0,0.0,1.0,10.0,0
a180fc1d215c992bc5f320b526d928a2,win8defender,1.1.15200.1,4.18.1807.18075,1.275.209.0,0,0.0,1,,54229.0,2.0,1.0,1,45,60526.0,,167.0,-29,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,ExistsNotSet,1.0,1.0,AllInOne,Windows.Desktop,2206.0,33837.0,2.0,1.0,649.0,,953869.0,HDD,935306.0,0,4096.0,Desktop,20.0,1600.0,900.0,Desktop,,4294967300.0,10.0.17134.112,amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9.0,34,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,93.0,17595.0,1,0.0,0.0,0,0,0.0,0.0,10.0,0
68eebd91b7cb404b77eea08c7ed9b287,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1094.0,0,7.0,0,,53447.0,1.0,1.0,1,60,54617.0,27.0,240.0,-23,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,585.0,189470.0,4.0,5.0,3064.0,,953869.0,HDD,952728.0,0,8192.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.191,amd64,rs4_release,17134,191,Core,CORE,Reset,9.0,34,FullAuto,0,IS_GENUINE,OEM:DM,,0.0,Retail,,556.0,63555.0,1,,0.0,0,0,0.0,0.0,15.0,0
dedb0cf57c45013eedc1be81ccaa6a71,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1120.0,0,0.0,1,,11065.0,3.0,2.0,1,97,106835.0,27.0,126.0,124,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,RequireAdmin,1.0,1.0,Notebook,Windows.Desktop,525.0,331226.0,4.0,5.0,2868.0,,476940.0,HDD,190426.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,lion,438.0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,18.0,72,FullAuto,0,IS_GENUINE,Retail,0.0,0.0,Retail,0.0,142.0,70001.0,1,0.0,0.0,0,0,0.0,0.0,15.0,0
6f8188811eef292f5e984a722efd9b5f,win8defender,1.1.15200.1,4.14.17639.18041,1.275.1380.0,0,7.0,0,,53447.0,1.0,1.0,1,97,13680.0,27.0,126.0,124,windows10,x64,10.0.0.0,16299,768,rs3,16299.402.amd64fre.rs3_release_svc_escrow_im.180415-0955,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,525.0,276779.0,4.0,5.0,3396.0,,476940.0,HDD,476324.0,0,4096.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.16299.402,amd64,rs3_release_svc_escrow_im,16299,402,Core,CORE,IBSClean,18.0,72,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,142.0,53720.0,1,,0.0,0,0,0.0,0.0,15.0,0
2136f2bf6f960aa4e093d2ab559c28ba,win8defender,1.1.15100.1,4.13.17134.228,1.273.1523.0,0,7.0,0,,53447.0,1.0,1.0,1,141,163380.0,27.0,167.0,-29,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1.0,0,,0.0,137.0,,1.0,1.0,Notebook,Windows.Desktop,2668.0,171473.0,4.0,5.0,2696.0,,228936.0,SSD,228320.0,0,12288.0,Notebook,15.5,1366.0,768.0,Mobile,,0.0,10.0.17134.112,amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,10.0,35,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,628.0,12306.0,1,,0.0,0,0,0.0,0.0,10.0,0
6f67fd84144806b995df9f14e70b6b54,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1086.0,0,7.0,0,,53447.0,1.0,1.0,1,21,137489.0,27.0,39.0,34,windows10,x64,10.0.0.0,14393,256,rs1,14393.1066.amd64fre.rs1_release_sec.170327-1835,Pro,1.0,0,,0.0,103.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,4908.0,317701.0,2.0,5.0,2068.0,,114473.0,SSD,113971.0,0,4096.0,Desktop,13.4,1280.0,720.0,Desktop,,4294967300.0,10.0.14393.1066,amd64,rs1_release,14393,1066,Professional,PROFESSIONAL,Update,8.0,31,Notify,0,INVALID_LICENSE,Retail,,0.0,Retail,,142.0,52485.0,0,,0.0,0,0,0.0,0.0,3.0,1
a992121cc010be2570036c7825e41baf,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1685.0,0,7.0,0,,53447.0,1.0,1.0,1,89,70166.0,18.0,120.0,118,windows10,x64,10.0.0.0,14393,256,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Pro,1.0,0,,0.0,98.0,RequireAdmin,1.0,1.0,Desktop,Windows.Desktop,1980.0,227519.0,4.0,5.0,2408.0,,476940.0,HDD,101900.0,0,4096.0,Desktop,21.5,1920.0,1080.0,Desktop,,,10.0.14393.2189,amd64,rs1_release,14393,2189,Professional,PROFESSIONAL,IBSClean,8.0,31,UNKNOWN,0,OFFLINE,Retail,,0.0,Retail,,142.0,33968.0,0,,0.0,0,0,0.0,0.0,1.0,0
ee45b03c294b7dfa8bd16af119b96327,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1669.0,0,7.0,0,,53447.0,1.0,1.0,1,29,143155.0,18.0,35.0,-85,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1.0,0,,0.0,117.0,,1.0,1.0,Notebook,Windows.Desktop,1443.0,256747.0,4.0,5.0,3064.0,,953869.0,HDD,953253.0,0,8192.0,Notebook,15.5,1920.0,1080.0,Mobile,,0.0,10.0.16299.371,amd64,rs3_release,16299,371,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,26.0,119,UNKNOWN,0,IS_GENUINE,OEM:DM,,0.0,Retail,,355.0,7203.0,1,,0.0,0,0,0.0,0.0,10.0,1
1fc3a30cc70029bffd334e006f02e223,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1397.0,0,7.0,0,,53447.0,1.0,1.0,1,89,66953.0,27.0,276.0,74,windows10,x64,10.0.0.0,16299,256,rs3,16299.637.amd64fre.rs3_release_svc.180808-1748,Pro,1.0,0,,0.0,117.0,,1.0,1.0,Desktop,Windows.Desktop,1980.0,228115.0,4.0,5.0,2348.0,,953869.0,HDD,449385.0,0,8192.0,Desktop,18.5,1366.0,768.0,Desktop,,4294967300.0,10.0.16299.665,amd64,rs3_release,16299,665,Professional,PROFESSIONAL,IBSClean,7.0,30,UNKNOWN,0,IS_GENUINE,OEM:NONSLP,,0.0,Retail,,142.0,33778.0,0,,0.0,0,0,0.0,0.0,1.0,1
